"STOP_STARTHR","STOP_ORIGPLACE1","STOP_ORIGPLACE2","STOP_ORIGPURP1","STOP_ORIGPURP2","STOP_ORIG_SA1_2016","STOP_DESTPLACE1","STOP_DESTPLACE2","STOP_DESTPURP1","STOP_DESTPURP2","STOP_DESTGEO","STOP_DEST_SA1_2016","STOP_NOONE","STOP_SOMEONEELSE","STOP_PERSON1","STOP_PERSON2","STOP_PERSON3","STOP_SOMEONE","STOP_MAINMODE","STOP_DEPHR","STOP_TRAVTIME","STOP_NETWORK_DIST","STOP_AVESPEED","STOP_DURATION","TRIP_ORIG_SA1_2016","TRIP_ORIGPLACE1","TRIP_ORIGPLACE2","TRIP_ORIGPURP1","TRIP_ORIGPURP2","TRIP_DEST_SA1_2016","TRIP_DESTPLACE1","TRIP_DESTPLACE2","TRIP_DESTPURP1","TRIP_DESTPURP2","TRIP_NETWORK_DIST","TRIP_MORETRIPS","TRIP_DEPHR","TRIP_TRAVTIME","TRIP_WAITTIME","TRIP_DURATION","TRIP_OVERALL_PURPOSE","PERS_PERSNO","PERS_AGEGROUP","PERS_SEX","PERS_RELATIONSHIP","PERS_CARLICENCE","PERS_MBLICENCE","PERS_OTHERLICENCE","PERS_NOLICENCE","PERS_CASUALWORK","PERS_ANYWORK","PERS_STUDYING","PERS_ACTIVITIES","PERS_MAINACT","PERS_WORKARR","PERS_ANZSCO1","PERS_ANZSCO2","PERS_ANZSIC1","PERS_ANZSIC2","PERS_STARTPLACE","PERS_NUMSTOPS","PERS_PERSINC","PERS_ADDITIONALTRAVEL","HH_HHSIZE","HH_VISITORS","HH_HHSTRUCTURE","HH_DWELLTYPE","HH_OWNDWELL","HH_ADULTSBIKES","HH_KIDSBIKES","HH_TOTALBIKES","HH_CARS","HH_FOURWDS","HH_UTES","HH_VANS","HH_TRUCKS","HH_MBIKES","HH_OTHERVEHS","HH_TOTALVEHS","HH_TRAVDOW","HH_HHINC","HH_HOME_SA1_2016","HH_HHWGT14","PERS_ADDITIONALTRAVEL_missing","VEH_PER_PERSON","VEH_PER_ADULT","TIME_PERIOD","DIST_CATEGORY","PERS_MRTDOW_missing","TRIP_SPEED","IS_WEEKEND","HAS_LICENSE_AND_CAR"
10,"My home","Survey Home","At Home","Go home",3125508,"Someone else home","Someone Elses Home","Social","Visited someone","Point on map",3125112,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",13,30,18.7189998626709,37.4379997253418,120,3125508,"My home","Survey Home","At Home","Go home",3125112,"Someone else home","Someone Elses Home","Social","Visited someone",18.7189998626709,"Yes",13,30,0,120,10,2,"60->64","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"$1000-1249 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",1,2,3,1,1,0,0,0,0,0,2,"Friday",2250,3125508,50.07243,0,1,0.5,"Midday","Long",1,0,0,0
13,"Someone else home","Someone Elses Home","Social","Visited someone",3125112,"My home","Survey Home","At Home","Go home","Home",3125508,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",13.1666666666667,90,18.3980007171631,12.2653341293335,50,3125112,"Someone else home","Someone Elses Home","Social","Visited someone",3125508,"My home","Survey Home","At Home","Go home",18.3980007171631,"No",12.5,90,0,90,10,2,"60->64","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"$1000-1249 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",1,2,3,1,1,0,0,0,0,0,2,"Friday",2250,3125508,50.07243,0,1,0.5,"Midday","Long",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125508,"A petrol station","Petrol","To Buy Petrol","To Buy Petrol","Intersection",3119100.75,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",9,40,50.701000213623,70.7584972381592,5,3125508,"My home","Survey Home","At Home","Go home",3119107.5,"A petrol station","Petrol","To Buy Petrol","To Buy Petrol",50.701000213623,"Yes",9,40,0,5,3,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",7,"$1-199 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Morning_Peak","Very_Long",1,0,0,0
9,"A petrol station","Petrol","To Buy Petrol","Unknown Purpose (at start of day)",3119101,"Someone else home","Nursing Homes & Retirement Communities","Social","Visited someone","Landmark",3130338.75,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",14,40,41.3580017089844,62.0370063781738,225,3119110,"A petrol station","Petrol","To Buy Petrol","Unknown Purpose (at start of day)",3130327.5,"Someone else home","Nursing Homes & Retirement Communities","Social","Visited someone",41.3580017089844,"Yes",14,40,0,225,10,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",7,"$1-199 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Midday","Very_Long",1,0,0,0
14,"Someone else home","Nursing Homes & Retirement Communities","Social","Visited someone",3130341,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3125703,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",15,90,94.3170013427734,62.878002166748,5,3130326,"Someone else home","Nursing Homes & Retirement Communities","Social","Visited someone",3125703,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",94.3170013427734,"Yes",15,90,0,5,5,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",7,"$1-199 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Midday","Very_Long",1,0,0,0
15,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125703,"My home","Survey Home","At Home","Go home","Home",3125508,"No","Yes","Not Present","Present","Not Present","Yes","Vehicle Passenger",16,10,10.8660001754761,65.1960067749023,30,3125703,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125508,"My home","Survey Home","At Home","Go home",10.8660001754761,"Yes",16,10,0,30,5,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",7,"$1-199 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Midday","Medium",1,0,0,0
16,"My home","Survey Home","At Home","Go home",3125508,"Somewhere else","Sports Venue","Pick-up or Drop-off Someone","Someone picked-up or delivered","Intersection",3125531,"No","Yes","Not Present","Not Present","Not Present","No","Vehicle Driver",16,15,5.57100009918213,22.2840003967285,1,3125508,"My home","Survey Home","At Home","Go home",3125531,"Somewhere else","Sports Venue","Pick-up or Drop-off Someone","Someone picked-up or delivered",5.57100009918213,"Yes",16,15,0,1,5,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",7,"$1-199 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Evening_Peak","Medium",1,0,0,0
16,"Somewhere else","Sports Venue","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125531,"A shop","Supermarkets","Buy Something","Bought something","Landmark",3125531,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",17,4,0.639999985694885,9.59999942779541,65,3125531,"Somewhere else","Sports Venue","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125531,"A shop","Supermarkets","Buy Something","Bought something",0.639999985694885,"Yes",17,4,0,65,3,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",7,"$1-199 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Evening_Peak","Very_Short",1,0,0,0
17,"A shop","Supermarkets","Buy Something","Bought something",3125531,"My home","Survey Home","At Home","Go home","Home",3125508,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16.1666666666667,10,5.31799983978271,31.9079990386963,50,3125531,"A shop","Supermarkets","Buy Something","Bought something",3125508,"My home","Survey Home","At Home","Go home",5.31799983978271,"No",16.8333333333333,10,0,10,3,1,"60->64","Female","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",7,"$1-199 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Evening_Peak","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125508,"A petrol station","Petrol","To Buy Petrol","To Buy Petrol","Landmark",3119100.75,"No","No","Present","Not Present","Not Present","Yes","Vehicle Driver",9,40,50.0579986572266,70.7584972381592,5,3125508,"My home","Survey Home","At Home","Go home",3119107.5,"A petrol station","Petrol","To Buy Petrol","To Buy Petrol",50.0579986572266,"Yes",9,40,0,5,3,2,"55->59","Male","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",4,"$800-999 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Morning_Peak","Very_Long",1,0,0,0
9,"A petrol station","Petrol","To Buy Petrol","Unknown Purpose (at start of day)",3119101,"Somewhere else","Other","Social","Visited someone","Address",3130338.75,"No","No","Present","Not Present","Not Present","Yes","Vehicle Driver",14,40,41.1440010070801,61.7159996032715,225,3119110,"A petrol station","Petrol","To Buy Petrol","Unknown Purpose (at start of day)",3130327.5,"Somewhere else","Other","Social","Visited someone",41.1440010070801,"Yes",14,40,0,225,10,2,"55->59","Male","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",4,"$800-999 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Midday","Very_Long",1,0,0,0
14,"Somewhere else","Other","Social","Visited someone",3130341,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3125703,"No","No","Present","Not Present","Not Present","Yes","Vehicle Driver",15,90,94.5780029296875,63.052001953125,5,3130326,"Somewhere else","Other","Social","Visited someone",3125703,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",94.5780029296875,"Yes",15,90,0,5,5,2,"55->59","Male","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",4,"$800-999 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Midday","Very_Long",1,0,0,0
15,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125703,"My home","Survey Home","At Home","Go home","Home",3125508,"No","Yes","Present","Not Present","Not Present","Yes","Vehicle Driver",14.1666666666667,10,10.8660001754761,65.1960067749023,50,3125703,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125508,"My home","Survey Home","At Home","Go home",10.8660001754761,"No",14.8333333333333,10,0,10,5,2,"55->59","Male","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",4,"$800-999 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",1000,3125508,52.71424,0,1,0.5,"Midday","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125508,"Somewhere else","Camping Ground","Personal Business","Stayed overnight","Point on map",3130338.75,"No","No","Not Present","Present","Present","Yes","Vehicle Driver",8.16666666666667,80,73.515998840332,55.1369972229004,50,3125508,"My home","Survey Home","At Home","Go home",3130327.5,"Somewhere else","Camping Ground","Personal Business","Stayed overnight",73.515998840332,"No",7.66666666666667,80,0,80,9,1,"35->39","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Sales Workers","Sales Assistants and Salespersons","Wholesale Trade","Grocery -  Liquor and Tobacco Product Wholesaling","Survey address",1,"$1250-1499 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,0,2,0,0,0,0,0,2,"Friday",1475,3125508,49.22644,0,0.5,0,"Morning_Peak","Very_Long",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125508,"Somewhere else","Camping Ground","Personal Business","Stayed overnight","Point on map",3130338.75,"No","No","Present","Not Present","Present","Yes","Vehicle Passenger",8.16666666666667,80,73.515998840332,55.1369972229004,50,3125508,"My home","Survey Home","At Home","Go home",3130327.5,"Somewhere else","Camping Ground","Personal Business","Stayed overnight",73.515998840332,"No",7.66666666666667,80,0,80,9,2,"35->39","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Flexible Hours","Clerical and Administrative Workers","Other Clerical and Administrative Workers","Health Care and Social Assistance","Health Care and Social Assistance (NEC)","Survey address",1,"$1-199 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,0,2,0,0,0,0,0,2,"Friday",1475,3125508,49.22644,0,0.5,0,"Morning_Peak","Very_Long",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125508,"Somewhere else","Camping Ground","Personal Business","Stayed overnight","Point on map",3130338.75,"No","No","Present","Present","Not Present","Yes","Vehicle Passenger",8.16666666666667,80,73.515998840332,55.1369972229004,50,3125508,"My home","Survey Home","At Home","Go home",3130327.5,"Somewhere else","Camping Ground","Personal Business","Stayed overnight",73.515998840332,"No",7.66666666666667,80,0,80,9,3,"5->9","Male","Child","No Car Licence","No","No","Yes","No","No","Primary","No other activity","Primary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",1,"Negative Income","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,0,2,0,0,0,0,0,2,"Friday",1475,3125508,49.22644,0,0.5,0,"Morning_Peak","Very_Long",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125508,"Somewhere else","Camping Ground","Personal Business","Stayed overnight","Point on map",3130338.75,"No","No","Present","Present","Present","Yes","Vehicle Passenger",8.16666666666667,80,73.515998840332,55.1369972229004,50,3125508,"My home","Survey Home","At Home","Go home",3130327.5,"Somewhere else","Camping Ground","Personal Business","Stayed overnight",73.515998840332,"No",7.66666666666667,80,0,80,9,4,"5->9","Male","Child","No Car Licence","No","No","Yes","No","No","Primary","No other activity","Primary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",1,"Negative Income","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,2,4,0,2,0,0,0,0,0,2,"Friday",1475,3125508,49.22644,0,0.5,0,"Morning_Peak","Very_Long",1,0,0,0
6,"My home","Survey Home","At Home","Go home",3125508,"Somewhere else","Other","Recreational","Other recreational (eg. exercise)","Intersection",3125508,"Yes","No","Not Present","Not Present","Not Present","No","Walking",7,15,1.0349999666214,4.1399998664856,0,3125508,"My home","Survey Home","At Home","Go home",3125509,"Somewhere else","Other","Recreational","Other recreational (eg. exercise)",1.0349999666214,"Yes",7,15,0,0,11,1,"75->79","Male","Self","Full Licence","Yes","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",5,"$600-799 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Thursday",1400,3125508,49.38602,0,1,0.5,"Morning_Peak","Very_Short",1,0,0,0
